1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12288,12288,12288,12288,12288,1
1,,,,,,,,,,,,1,1048576,1048576,1048576,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12288,12288,12288,12288,12288,1
1,,268435456,,,,,,,,,,1,1048576,1048576,1048576,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12288,12288,12288,12288,12288,1
1,,,,,,,,,,,,1,1048576,1048576,1048576,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12288,12288,12288,12288,12288,1
1,3,3,3,1027,,,,,,,,1,1048576,1048576,1048576,,,,,1,,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12288,12288,12288,12288,12288,1
1,,,,,,,,,,1073741824,,1,3,3,3,,,,,1,,1024,,,,,,,,,,,,,,,1280,,,,,,,,,,,,,,,,,,,12288,12288,12288,12288,12288,1
1,,,,,,,,,,,,1,,,,,,,,1,,1024,,,,,,,,,,,,,,,,,,,,,,,,,2097152,,,,,,,,,12288,12288,12288,12288,12288,1
1,,,,,,,,,,,,1,,,,,,536870912,,1,,,,,805306368,,,,805306368,,,,,805306368,,,,,,,,,,,,,1,,,,536870912,,,,,12288,12288,12288,12288,12288,1
1,,,,,3,1027,3,3,3,3,3,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,257,1,,,,,,,,12288,12288,12288,12288,12288,1
1,,,,,,,,,,,,1,,,,,,,,1,,5242880,,,,,,,,,,,,,,,,,4096,4096,4096,,,,1,1,1,1,1,,,,,,,12288,12288,12288,12288,12288,1
1,,,,,,,,,,,,1,,,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,12288,12288,12288,12288,12288,1
1,,1048576,1048576,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,3,3,3,1027,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24576,,1
1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24576,,1
1,,,,,,,,,,,,1,,1048576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,1,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097152,,1
1,,,,,,,,,,,,1,,,,,,,,,,,,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,805306368,,,,,536870912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536870912,,,,,,536870912,,,,,,,1048576,1048576,1
1,,,,,,,,,,,,,,,,,,,,24576,,,,,,,,,,,,3145728,,,,,,,,,,,,,,,,,,,,,,,,,,,1048576,1048576,1
1,,1048576,1048576,1048576,,,,,,,,,,,,,,,,24576,,,,,,,,,,,,,,2097152,,,,,,,,4096,4096,4096,,,,4096,4096,4096,,,,4096,4096,4096,,,1048576,1048576,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,513,,,,,,,,,,1,1,1,1,513,1,1793,1,1,1,1,1,1,513,1,1,1,1,1,513,1,1,1,1,1,769,1,1,1,1,1,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24576,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24576,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,4194304,,,,,,,,,,,,,,,,,,,,,,,,,,,24576,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,,,,,,,,,,,,,,,,,,,,2097152,,,,,,24576,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
